timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554399605435,78,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-1,text,true,,4663,135,2,2,http://104.248.249.47/student/GetHtml?id=1,78,0,49
1554399605475,60,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-2,text,true,,4663,135,3,3,http://104.248.249.47/student/GetHtml?id=1,60,0,28
1554399605514,36,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-1,text,true,,240,254,3,3,http://104.248.249.47/student/post,36,0,0
1554399605537,28,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-2,text,true,,240,254,4,4,http://104.248.249.47/student/post,28,0,0
1554399605550,30,HTTP Request Get Json data,200,OK,Thread Group 250 users 10 secs 3-1,text,true,,446,126,4,4,http://104.248.249.47/student/get,30,0,0
1554399605514,74,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-3,text,true,,4663,135,4,4,http://104.248.249.47/student/GetHtml?id=1,74,0,36
1554399605565,27,HTTP Request Get Json data,200,OK,Thread Group 250 users 10 secs 3-2,text,true,,446,126,4,4,http://104.248.249.47/student/get,27,0,0
1554399605581,28,HTTP Request Data from CSV,200,OK,Thread Group 250 users 10 secs 3-1,text,true,,4666,135,5,5,http://104.248.249.47/student/GetHtml?id=3,28,0,0
1554399605588,34,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-3,text,true,,240,254,4,4,http://104.248.249.47/student/post,34,0,0
1554399605593,32,HTTP Request Data from CSV,200,OK,Thread Group 250 users 10 secs 3-2,text,true,,4664,135,4,4,http://104.248.249.47/student/GetHtml?id=4,32,0,0
1554399605554,71,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-4,text,true,,4663,135,4,4,http://104.248.249.47/student/GetHtml?id=1,71,0,34
1554399605623,34,HTTP Request Get Json data,200,OK,Thread Group 250 users 10 secs 3-3,text,true,,446,126,4,4,http://104.248.249.47/student/get,34,0,0
1554399605595,62,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-5,text,true,,4663,135,4,4,http://104.248.249.47/student/GetHtml?id=1,62,0,30
1554399605628,34,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-4,text,true,,240,254,4,4,http://104.248.249.47/student/post,34,0,0
1554399605658,28,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-5,text,true,,240,254,5,5,http://104.248.249.47/student/post,28,0,0
1554399605658,35,HTTP Request Data from CSV,200,OK,Thread Group 250 users 10 secs 3-3,text,true,,4662,135,5,5,http://104.248.249.47/student/GetHtml?id=5,35,0,0
1554399605663,34,HTTP Request Get Json data,200,OK,Thread Group 250 users 10 secs 3-4,text,true,,446,126,4,4,http://104.248.249.47/student/get,34,0,0
1554399605637,70,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-6,text,true,,4663,135,4,4,http://104.248.249.47/student/GetHtml?id=1,70,0,34
1554399605686,28,HTTP Request Get Json data,200,OK,Thread Group 250 users 10 secs 3-5,text,true,,446,126,5,5,http://104.248.249.47/student/get,28,0,0
1554399605698,35,HTTP Request Data from CSV,200,OK,Thread Group 250 users 10 secs 3-4,text,true,,4621,136,5,5,http://104.248.249.47/student/GetHtml?id=42,35,0,0
1554399605715,28,HTTP Request Data from CSV,200,OK,Thread Group 250 users 10 secs 3-5,text,true,,4663,135,4,4,http://104.248.249.47/student/GetHtml?id=1,28,0,0
1554399605707,36,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-6,text,true,,240,254,4,4,http://104.248.249.47/student/post,36,0,0
1554399605675,74,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-7,text,true,,4663,135,3,3,http://104.248.249.47/student/GetHtml?id=1,74,0,38
1554399605714,57,HTTP Request Dynamic HTML,200,OK,Thread Group 250 users 10 secs 3-8,text,true,,4669,135,4,4,http://104.248.249.47/student/GetHtml?id=1,57,0,27
1554399605744,34,HTTP Request Get Json data,200,OK,Thread Group 250 users 10 secs 3-6,text,true,,446,126,4,4,http://104.248.249.47/student/get,34,0,0
1554399605749,36,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-7,text,true,,240,254,4,4,http://104.248.249.47/student/post,36,0,0
1554399605771,29,HTTP Request Post Json data,200,OK,Thread Group 250 users 10 secs 3-8,text,true,,240,254,5,5,http://104.248.249.47/student/post,29,0,0
1554399605778,35,HTTP Request Data from CSV,200,OK,Thread Group 250 users 10 secs 3-6,text,true,,4664,135,5,5,http://104.248.249.47/student/GetHtml?id=2,35,0,0
